,iso,m1_beta1,m1_beta2,m1_maxGMT,m2_beta1,m2_beta2,m2_maxGMT,m3_beta1,m3_beta2,m3_maxGMT,m4_beta1,m4_beta2,m4_maxGMT,m5_beta1,m5_beta2,m5_maxGMT,m6_beta1,m6_beta2,m6_maxGMT,m7_beta1,m7_beta2,m7_maxGMT,m8_beta1,m8_beta2,m8_maxGMT,m9_beta1,m9_beta2,m9_maxGMT,m10_beta1,m10_beta2,m10_maxGMT,m11_beta1,m11_beta2,m11_maxGMT,m12_beta1,m12_beta2,m12_maxGMT,m13_beta1,m13_beta2,m13_maxGMT,m14_beta1,m14_beta2,m14_maxGMT,m15_beta1,m15_beta2,m15_maxGMT,m16_beta1,m16_beta2,m16_maxGMT,m17_beta1,m17_beta2,m17_maxGMT,m18_beta1,m18_beta2,m18_maxGMT,m19_beta1,m19_beta2,m19_maxGMT,m20_beta1,m20_beta2,m20_maxGMT,m21_beta1,m21_beta2,m21_maxGMT
64,GNQ,-2.511518055,-1.014036372,3.271393877,-6.411814199,0.170215606,5.357116368,-7.998923856,0.893020029,3.17721442,-3.793219158,0.641557685,3.616686681,-5.542723248,0.220153621,5.912029359,-1.907451875,-0.290299045,5.861769382,-5.993381483,0.176867959,5.221369037,-7.631378668,0.381047439,4.652150125,-10.66190529,0.583547938,4.794348464,-4.133310616,0.099787396,3.521065644,4.26122177,-1.558451308,3.831035675,-5.658147769,0.225044183,3.695553645,-7.617971169,0.727431586,4.802522534,-0.306952449,0.18844907,3.340032709,-8.559648465,1.517872673,2.759113414,-8.896238949,0.259660382,2.810758886,-6.546145644,0.96812676,2.727035158,-4.759901283,0.318390806,2.931697861,-2.873854266,-0.662231183,4.500484936,-4.255042397,0.063031452,4.302452975,-7.906701472,0.937180868,5.151280551
65,GRC,-4.414949876,-0.285907165,3.271393877,-5.42298785,0.169625529,5.357116368,-4.348291527,0.331014232,3.17721442,-1.969589555,-1.08646134,3.616686681,-6.838813031,0.324768144,5.912029359,-4.877946266,0.006700936,5.861769382,-4.369575903,0.187442239,5.221369037,-5.047677804,0.257738871,4.652150125,-2.602311114,-0.091635702,4.794348464,-13.80769941,2.147994301,3.521065644,-5.559739375,-0.238012709,3.831035675,-7.652715716,0.869208532,3.695553645,-6.996401661,0.675353969,4.802522534,0.840706687,-0.174595722,3.340032709,-11.5347899,1.892277018,2.759113414,-3.56713358,1.045338548,2.810758886,-0.433212267,-0.508710643,2.727035158,-5.898968796,0.010377291,2.931697861,-3.23634998,-0.169902461,4.500484936,-1.459788704,-0.200352139,4.302452975,-1.003149241,-0.101332943,5.151280551
66,GTM,-9.82663035,1.139138543,3.271393877,-6.626406358,0.271478141,5.357116368,-7.910781411,-0.330658944,3.17721442,-3.102836159,-0.233014715,3.616686681,-6.829063619,-0.000687615,5.912029359,-4.76528807,-0.512673863,5.861769382,-5.467025239,-0.165813957,5.221369037,-9.089237611,1.064276887,4.652150125,-6.197385128,-0.12585134,4.794348464,-7.018654781,0.118040674,3.521065644,0.491866903,-1.198442951,3.831035675,-3.716202232,0.072101351,3.695553645,-8.581889387,0.593927984,4.802522534,-2.445930767,-0.043003568,3.340032709,-1.505299201,-2.138861743,2.759113414,-3.061002718,-0.292785375,2.810758886,-3.948780818,1.825745095,2.727035158,-11.46697987,0.465184252,2.931697861,-3.133689247,-0.431533872,4.500484936,0.066753954,-0.984854277,4.302452975,-3.530771045,-0.525642077,5.151280551
67,GUY,-6.272148949,0.128179843,3.271393877,-3.290367922,-0.266939834,5.357116368,-3.174615046,0.08568371,3.17721442,-0.600314977,0.794330688,3.616686681,-7.989537663,0.312995116,5.912029359,-1.850154739,-0.314105953,5.861769382,-3.60012873,0.148500727,5.221369037,-12.86000651,1.230591894,4.652150125,-10.77215535,1.406552419,4.794348464,-5.994200982,0.686206794,3.521065644,-6.954322484,0.931898135,3.831035675,-6.313212751,0.448643874,3.695553645,-3.565970731,0.071120425,4.802522534,-3.763820084,-0.077265028,3.340032709,-9.78909953,0.866776447,2.759113414,-7.801674497,0.743739373,2.810758886,-13.28556976,2.139129329,2.727035158,-5.028066442,0.991725146,2.931697861,-2.056631979,-0.236923243,4.500484936,-7.262259578,0.49482482,4.302452975,-0.697573398,-0.682968315,5.151280551
68,HKG,-8.2417132,1.001345112,3.271393877,-6.167423566,0.316903582,5.357116368,-6.168714828,0.385051282,3.17721442,-13.97748029,1.982455662,3.616686681,-1.491402001,-0.739602334,5.912029359,1.073760337,-0.749121705,5.861769382,-4.59417018,0.397549487,5.221369037,-6.936973789,0.46481007,4.652150125,-10.75380931,1.032093664,4.794348464,1.366995141,-1.82758223,3.521065644,-13.10119569,2.530720552,3.831035675,-9.978350443,1.557641794,3.695553645,-13.05686373,1.018840214,4.802522534,-4.831505538,0.235336307,3.340032709,-2.407588511,-0.22648789,2.759113414,2.590139336,-2.488341863,2.810758886,4.085454471,-3.118743774,2.727035158,4.021089757,-0.337639738,2.931697861,-8.968034657,1.196589405,4.500484936,-13.86881374,1.54936093,4.302452975,-10.82293236,0.837753644,5.151280551
69,HND,-23.48439254,3.225416753,3.271393877,-5.884446561,0.119428083,5.357116368,-9.269390841,-0.176082115,3.17721442,0.797270004,-1.610103071,3.616686681,-8.3882747,0.430014255,5.912029359,-6.753146136,-0.158786009,5.861769382,-8.674937416,0.4768376,5.221369037,-12.4951346,1.392129011,4.652150125,0.39338909,-0.930603188,4.794348464,-11.22155434,1.414365811,3.521065644,-0.462969102,-0.750896156,3.831035675,-11.20561048,2.157373578,3.695553645,-2.802100626,-0.174650828,4.802522534,-2.95082636,-0.689729898,3.340032709,2.563453974,-1.531391086,2.759113414,4.667314251,-2.132209977,2.810758886,-4.750545568,0.665437039,2.727035158,-5.737897218,0.202177882,2.931697861,-1.490437482,-0.440482889,4.500484936,-1.950924901,-0.337733481,4.302452975,-1.776024499,-0.889381163,5.151280551
70,HRV,-3.562290937,-0.775574255,3.271393877,-1.591099998,-0.412325373,5.357116368,-8.778270915,1.0365509,3.17721442,-5.417758745,-0.643106187,3.616686681,-4.84485188,0.254141673,5.912029359,-7.433865108,0.404660182,5.861769382,-5.175405575,0.250307111,5.221369037,-9.504289588,1.169166271,4.652150125,-2.93291683,-0.214707881,4.794348464,-10.34171308,2.223918947,3.521065644,-7.72545754,0.573231951,3.831035675,-14.59644094,1.647895049,3.695553645,-9.256607016,0.727505714,4.802522534,8.418523746,-2.047564186,3.340032709,-19.27612775,4.16749568,2.759113414,-10.17143404,1.528637667,2.810758886,4.144184804,-1.154156063,2.727035158,-5.521497665,1.145761189,2.931697861,-5.750354496,-0.079477734,4.500484936,0.352935017,-0.072879263,4.302452975,4.024666956,-0.38295649,5.151280551
71,HTI,-14.66594657,1.0192618,3.271393877,-6.225592036,0.001181424,5.357116368,-7.834036538,0.895693345,3.17721442,7.53382546,-2.176495108,3.616686681,-6.765088254,0.158271957,5.912029359,-7.566979247,0.374455796,5.861769382,-10.24425228,0.417897816,5.221369037,-3.36470117,-0.645628595,4.652150125,0.610010673,-0.663228152,4.794348464,-8.196229445,0.242728017,3.521065644,-3.105188685,-0.693171237,3.831035675,-10.12050148,1.385946069,3.695553645,-1.675219527,0.003022836,4.802522534,-3.283108181,-0.711629643,3.340032709,0.30192084,-2.039185873,2.759113414,-5.74667461,0.174816513,2.810758886,-2.485718085,0.574895378,2.727035158,-1.37483466,0.09586944,2.931697861,-1.94896575,-0.031203185,4.500484936,-6.871953451,0.820464513,4.302452975,-6.106520794,0.15809533,5.151280551
72,HUN,-8.759922503,0.421662172,3.271393877,-3.028855496,-0.220155493,5.357116368,-9.069952725,1.317401599,3.17721442,-3.434558689,-0.603726002,3.616686681,-3.960026667,-0.007700916,5.912029359,-4.702913273,0.047841439,5.861769382,-2.66130414,-0.189632514,5.221369037,-9.060436315,1.12820112,4.652150125,-2.270186062,-0.194837663,4.794348464,-7.482654726,1.216236137,3.521065644,-8.718920256,0.854508638,3.831035675,-8.530164743,0.461252911,3.695553645,-6.887394648,0.52224096,4.802522534,11.96809525,-2.526055355,3.340032709,-19.17274738,4.394477509,2.759113414,-6.646200415,1.094948873,2.810758886,3.809501266,-1.448111381,2.727035158,-7.007389966,1.58363603,2.931697861,-7.025512428,0.385381239,4.500484936,-1.300812001,-0.061655268,4.302452975,1.984438763,-0.285864789,5.151280551
73,IDN,-11.15634094,1.978364461,3.271393877,-1.970147374,0.033811702,5.357116368,-6.739272175,0.033732151,3.17721442,1.767248562,-1.178162987,3.616686681,-5.976061011,0.32805868,5.912029359,-5.711935607,-0.103089128,5.861769382,-7.722797524,0.761114719,5.221369037,-11.86484142,0.892129133,4.652150125,-16.75125015,0.832762634,4.794348464,0.399703542,-1.696972973,3.521065644,-1.323832677,-0.231240612,3.831035675,-12.71938044,0.815389251,3.695553645,-2.361036134,-0.132655104,4.802522534,-10.22056466,2.303599793,3.340032709,-1.43427812,-2.495456699,2.759113414,3.741440528,-1.960250804,2.810758886,17.8717691,-4.84252741,2.727035158,-1.632279309,-0.353934553,2.931697861,-2.700365278,-0.705581044,4.500484936,-0.585230339,0.238511675,4.302452975,1.279814037,-0.947488261,5.151280551
74,IND,-5.869746076,-0.316196988,3.271393877,-7.770342979,0.248887215,5.357116368,4.120594877,-1.730053295,3.17721442,-2.875228767,-0.403834864,3.616686681,-2.922818934,-0.439277418,5.912029359,-1.897008796,-0.597444016,5.861769382,-6.433787838,0.092823374,5.221369037,-5.805639397,0.308649422,4.652150125,-3.270286912,-0.58793287,4.794348464,-10.46822661,1.334512451,3.521065644,1.613266897,-1.78052439,3.831035675,-4.401365604,-0.821215486,3.695553645,-2.736182172,-0.065437538,4.802522534,4.085427597,-1.558257869,3.340032709,-6.780955766,-0.830711432,2.759113414,-9.155582313,0.087813705,2.810758886,-3.773106407,-0.110679439,2.727035158,0.320491739,-2.297636733,2.931697861,-3.406438887,-0.037286891,4.500484936,0.518179625,-0.333847936,4.302452975,-6.314766368,0.346682599,5.151280551
75,IRL,-4.641210209,-0.207348513,3.271393877,-2.817587764,0.047166044,5.357116368,5.41839005,-2.333682482,3.17721442,-4.199353365,0.931505084,3.616686681,-3.244917244,-0.003986751,5.912029359,-5.478428053,0.42574732,5.861769382,2.066379506,-0.323604632,5.221369037,-3.456084803,0.433654777,4.652150125,-7.339563503,1.152052843,4.794348464,6.603919405,-1.042165488,3.521065644,-4.840949402,1.251114154,3.831035675,-3.221723441,0.534797426,3.695553645,-3.4357134,0.331443274,4.802522534,1.061414282,-1.396421456,3.340032709,-2.890135495,1.192741362,2.759113414,-7.365520769,1.287131001,2.810758886,-13.59884398,3.865989844,2.727035158,-13.3341683,1.956412733,2.931697861,-0.178808742,-0.236271936,4.500484936,-0.933866639,-0.364501055,4.302452975,-2.669975154,0.389155136,5.151280551
76,IRN,-3.557602928,-0.033665857,3.271393877,-7.620024786,0.425292261,5.357116368,-6.375119987,0.53748028,3.17721442,-1.826089832,-0.365814116,3.616686681,-5.309734602,0.191427957,5.912029359,-3.959462827,-0.130820215,5.861769382,-6.269996703,0.339558627,5.221369037,-5.458079723,0.33283547,4.652150125,-6.827570037,0.483141887,4.794348464,-3.722066287,0.165142336,3.521065644,-1.663609984,-0.369586309,3.831035675,-7.410111272,0.132933017,3.695553645,-3.411716912,-0.05652973,4.802522534,-0.881386098,-1.170396778,3.340032709,-8.056377458,0.717259742,2.759113414,-0.608760667,-1.404615866,2.810758886,-1.629693031,-0.946963598,2.727035158,-7.304130427,-0.836263282,2.931697861,-6.876557864,0.263339378,4.500484936,-5.215238161,0.320157032,4.302452975,-0.86215811,-0.390760757,5.151280551
77,IRQ,-2.956531707,-0.332641823,3.271393877,-9.982003785,0.678008154,5.357116368,-7.589303535,0.410343066,3.17721442,-6.324520905,0.665119007,3.616686681,-7.274400407,0.291114843,5.912029359,-5.669982113,-0.063200289,5.861769382,-11.67097982,1.146114296,5.221369037,-6.429863719,0.488152255,4.652150125,-6.902684162,0.423679501,4.794348464,-13.19804151,1.830534466,3.521065644,-9.452377111,0.976898066,3.831035675,-8.75068396,0.784063375,3.695553645,-6.687848669,0.384465153,4.802522534,-4.408568935,-0.722745273,3.340032709,-10.44968455,0.91133255,2.759113414,0.292050515,-0.784370781,2.810758886,-0.200497102,-1.625428735,2.727035158,-6.88478616,-0.777815101,2.931697861,-10.0839145,0.875385225,4.500484936,-5.825605074,0.390840236,4.302452975,0.818920579,-0.70799041,5.151280551
78,ISL,5.027267474,-1.489871707,3.271393877,-3.601796177,0.321905062,5.357116368,2.619519783,-1.241782527,3.17721442,11.40585453,-1.652236949,3.616686681,1.120199921,-0.140748627,5.912029359,-3.662751668,0.044634387,5.861769382,3.116618249,-0.15680588,5.221369037,-3.34814686,0.621490449,4.652150125,0.223191611,0.101737845,4.794348464,1.280418197,-0.430468998,3.521065644,-4.322083871,1.172428276,3.831035675,3.972350716,-0.587257014,3.695553645,-0.933015393,0.207354149,4.802522534,-6.515072925,1.42629109,3.340032709,30.004181,-5.000099602,2.759113414,-0.82603432,-0.425949733,2.810758886,2.981539198,-0.972513169,2.727035158,-6.171957265,0.458531078,2.931697861,5.205326386,-0.424901976,4.500484936,0.534000927,-0.198742505,4.302452975,9.356462207,-0.291806562,5.151280551
79,ISR,-2.353709836,-0.337813593,3.271393877,-6.425300609,0.3683775,5.357116368,-3.378522636,0.001284006,3.17721442,-5.475176192,0.171925308,3.616686681,-3.138040198,0.04592326,5.912029359,-5.780819295,0.111435557,5.861769382,-4.372395772,0.101542824,5.221369037,-8.547738108,0.53323956,4.652150125,-2.028966847,0.101108815,4.794348464,-13.10826708,2.22749425,3.521065644,-7.250028542,0.682731078,3.831035675,-2.736929959,0.004826287,3.695553645,-2.911620204,0.289664458,4.802522534,-0.927799482,-1.119332155,3.340032709,-8.196871316,0.014134492,2.759113414,4.025527759,-1.548176727,2.810758886,1.26546646,-1.558212105,2.727035158,-6.042753294,-0.847163393,2.931697861,-7.583588429,0.408843215,4.500484936,-0.562376272,-0.34759372,4.302452975,-1.74838567,-0.091395742,5.151280551
80,ITA,1.70619915,-1.509150213,3.271393877,-2.517567057,-0.313609878,5.357116368,-14.51045232,1.808933656,3.17721442,-5.983418052,-0.075903267,3.616686681,-4.558869048,0.16879768,5.912029359,-4.388169638,0.150784383,5.861769382,-6.610253786,0.403375609,5.221369037,-3.844818067,0.234563899,4.652150125,-6.014959971,0.049062778,4.794348464,-3.935881369,0.437127852,3.521065644,-8.059355542,0.694526116,3.831035675,-11.81195411,1.470620094,3.695553645,-7.508935178,0.550644067,4.802522534,5.430768725,-1.488693489,3.340032709,-12.28845916,2.17651625,2.759113414,-10.91366117,1.424942524,2.810758886,1.729104709,-1.635927403,2.727035158,-2.487107944,0.435884561,2.931697861,-4.483771805,-0.311101276,4.500484936,-0.933884612,-0.247215893,4.302452975,0.386823603,-0.28958079,5.151280551
81,JAM,-14.36299032,1.453440687,3.271393877,3.693962269,-1.034522801,5.357116368,-5.876526113,0.541053026,3.17721442,0.417794731,-1.347536614,3.616686681,-5.123656211,0.351231845,5.912029359,-1.201667891,-0.577229143,5.861769382,0.410744935,-0.796485154,5.221369037,-8.666072674,0.894707938,4.652150125,-9.873824506,0.214274079,4.794348464,-3.177204752,-1.148736598,3.521065644,-4.251357998,-0.329809837,3.831035675,-9.115440441,1.274267652,3.695553645,1.318545454,-0.289963563,4.802522534,1.961679245,-2.115169451,3.340032709,-15.00821794,2.587487156,2.759113414,-11.03526485,1.992649489,2.810758886,-5.610419939,1.265111008,2.727035158,-10.61067766,1.431993409,2.931697861,-3.942472841,-0.061807329,4.500484936,-7.744342705,1.001514818,4.302452975,-3.824895525,-0.205273201,5.151280551
82,JOR,-3.617183594,-0.256218,3.271393877,-5.105406071,0.158886231,5.357116368,-6.510301576,0.530143157,3.17721442,-4.724959271,0.095960828,3.616686681,-3.861088807,0.077729675,5.912029359,-5.669656121,0.059421028,5.861769382,-7.388788233,0.46611061,5.221369037,-6.844696517,0.373257211,4.652150125,-3.552250076,0.124646059,4.794348464,-11.92680629,1.678482471,3.521065644,-7.500229399,0.679845255,3.831035675,-2.959258852,0.191988191,3.695553645,-2.519717616,0.020343478,4.802522534,-0.699252694,-1.157349065,3.340032709,-7.006771283,-0.413040708,2.759113414,0.613073726,-0.746377471,2.810758886,0.954402627,-1.426036046,2.727035158,-3.9411121,-1.281234018,2.931697861,-6.324166064,0.202250835,4.500484936,-3.181304794,0.056156961,4.302452975,-1.745453195,-0.17321587,5.151280551
83,JPN,-8.339557963,0.795657309,3.271393877,-2.335400325,-0.196627157,5.357116368,-3.253976051,-0.938901053,3.17721442,-5.692422788,0.362495478,3.616686681,-2.135592109,-0.264218269,5.912029359,-3.607176515,0.160474598,5.861769382,-0.686066196,-0.37066444,5.221369037,-1.14099799,-0.148653082,4.652150125,-0.463560422,-0.741142368,4.794348464,-5.987977314,0.751750744,3.521065644,-6.97057675,0.402251551,3.831035675,-3.940009756,0.151168375,3.695553645,-3.409285727,0.162267092,4.802522534,1.873424201,-0.782260755,3.340032709,-7.013544273,0.5239001,2.759113414,-2.217306266,0.760492469,2.810758886,-3.532524427,0.997180002,2.727035158,-2.625511715,-0.96312152,2.931697861,-9.076284895,0.882386004,4.500484936,-5.557286239,0.220559249,4.302452975,-4.955957876,0.025023758,5.151280551
84,KAZ,-2.826524799,0.23471816,3.271393877,-0.054378937,-0.515772817,5.357116368,2.994422413,-1.007284149,3.17721442,0.230611711,-0.441083591,3.616686681,-2.914938597,-0.132267733,5.912029359,-2.094243772,-0.324563382,5.861769382,-4.752857998,0.272866377,5.221369037,-3.280905838,-0.038655375,4.652150125,-0.039085683,-0.754849964,4.794348464,-1.896157867,-0.369280458,3.521065644,-2.001239811,-0.091180587,3.831035675,-0.556284419,-0.352813541,3.695553645,-1.366912091,-0.001754087,4.802522534,-0.454348143,-0.789516547,3.340032709,0.214518639,-1.020182722,2.759113414,-3.019564402,-0.971872842,2.810758886,-2.591892979,0.155244887,2.727035158,-4.024907768,-0.238656216,2.931697861,-3.553840643,0.086611535,4.500484936,2.45662118,-0.954423297,4.302452975,-5.605762792,0.352070638,5.151280551
85,KEN,-3.680702056,-0.498310994,3.271393877,-4.948112741,0.017747995,5.357116368,0.370197106,-0.403895121,3.17721442,-9.022420465,1.147060642,3.616686681,-6.067856588,0.222061166,5.912029359,-7.169603307,0.146786308,5.861769382,-6.360043779,0.402390386,5.221369037,-15.42353724,1.64299537,4.652150125,-8.682442298,0.659357712,4.794348464,-8.221700747,0.771653332,3.521065644,1.781157546,-1.114979337,3.831035675,-2.606859222,-0.551545538,3.695553645,-2.94490512,-0.001589724,4.802522534,4.114447209,-1.050265127,3.340032709,-2.304846355,0.568335272,2.759113414,-8.230156435,0.349109801,2.810758886,-6.051582169,-0.076278111,2.727035158,8.596329831,-2.160751703,2.931697861,-0.877912749,-0.750167765,4.500484936,-9.431705026,0.585905765,4.302452975,-4.940175677,0.182376653,5.151280551
86,KGZ,-2.279681147,-0.134103493,3.271393877,-0.399519885,-0.263352928,5.357116368,-0.86867798,-0.097315613,3.17721442,-0.487803938,-0.522759818,3.616686681,-1.886758272,-0.151099154,5.912029359,1.933031161,-0.650371587,5.861769382,-5.635732223,0.450292842,5.221369037,-4.716598056,0.406402874,4.652150125,-1.027582957,-0.264345238,4.794348464,-0.675585499,-0.277023257,3.521065644,-1.098265289,-0.21034847,3.831035675,-2.456557054,-0.053015457,3.695553645,2.112266708,-0.569705573,4.802522534,-2.001915204,-0.73478496,3.340032709,0.298820304,-0.203931316,2.759113414,-1.512228884,-0.375462372,2.810758886,-1.226585616,-0.340163669,2.727035158,-5.947868204,0.345395753,2.931697861,-1.687724857,-0.245187923,4.500484936,-0.663384197,-0.110188708,4.302452975,0.225182561,-0.251546978,5.151280551
87,KHM,-7.53206403,0.347958501,3.271393877,-5.156106501,-0.181412451,5.357116368,3.174394344,-0.905235139,3.17721442,-2.1979427,-0.450322589,3.616686681,-3.960054511,-0.187987743,5.912029359,-5.297363543,0.1877406,5.861769382,-7.169575678,0.368025485,5.221369037,-8.488157859,0.236010901,4.652150125,-12.47782319,0.866826241,4.794348464,-1.07110341,-1.250333485,3.521065644,-11.67034024,1.021836539,3.831035675,5.729485843,-2.323398072,3.695553645,-5.707645174,0.435001814,4.802522534,-3.009312244,-1.015229439,3.340032709,-3.62059032,2.658596674,2.759113414,-9.396814347,0.889464066,2.810758886,5.068772287,-0.888552357,2.727035158,2.527775401,-0.458230843,2.931697861,-5.322339467,0.176670017,4.500484936,-5.438091829,0.010361164,4.302452975,-4.597992585,-0.386653565,5.151280551
88,KOR,-8.670016168,0.62012056,3.271393877,3.486520837,-1.456660094,5.357116368,-3.031246629,-0.478142318,3.17721442,3.846258208,-1.953408789,3.616686681,-0.037776548,-0.555574889,5.912029359,-3.341915677,-0.231186984,5.861769382,-6.18734068,0.60090567,5.221369037,-2.965352368,0.050178884,4.652150125,-3.217977648,0.130178122,4.794348464,-4.501955011,0.46283005,3.521065644,-5.750780977,-0.539057347,3.831035675,-0.842429197,-0.143975745,3.695553645,-5.398974995,0.490288382,4.802522534,-6.664241867,-1.001017066,3.340032709,-11.95019407,1.477780676,2.759113414,-0.259118239,0.675201278,2.810758886,-1.368698718,-0.403977907,2.727035158,-0.239499594,-1.787225673,2.931697861,-7.4401321,1.030770637,4.500484936,-0.059722476,-0.720866058,4.302452975,-5.264278074,0.19050666,5.151280551
89,KWT,-1.380204175,-0.74701121,3.271393877,-7.622892852,0.315842999,5.357116368,-3.407637031,-0.515054727,3.17721442,-6.206014431,0.567420781,3.616686681,-7.581059689,0.402179301,5.912029359,-5.112183155,-0.067117526,5.861769382,-13.00726781,1.413045566,5.221369037,-7.113374028,0.671077014,4.652150125,-9.558185177,0.820003971,4.794348464,-9.772064896,1.186454207,3.521065644,-9.758864384,0.953814073,3.831035675,-8.10818705,0.709115578,3.695553645,-5.628978938,0.34210696,4.802522534,-0.784426077,-1.52073815,3.340032709,-11.07237456,1.509808891,2.759113414,-2.54526887,-0.408966682,2.810758886,-5.952809334,0.016433373,2.727035158,-8.227201001,0.021802998,2.931697861,-9.823304941,0.833853007,4.500484936,-8.966745468,0.989566079,4.302452975,-2.947183098,-0.195482904,5.151280551
